id,topic,content
27811,0,"['粉丝', '耐用品', '消耗品']"
27875,2,"['过程', '内心', '粉丝', '粉圈', '威亚', '游离']"
27901,2,"['科技', '速度', '账户', '集合竞价', '金融', '主线', '群里', '盈利', '粉丝']"
27914,0,"['偶像', '批量生产', '心态', '追星', '群体', '粉丝', '工作室', '资本', '水准', '优质', '机器']"
27959,1,"['理智', '权利', '粉圈', '人生', '意愿', '待遇', '观众', '太小', '事业', '天空', '公平', '先生', '圈子', '粉丝', '商家']"
28012,1,"['追星', '粉丝', '理智', '金钱', '氛围', '名牌', '学生', '孩子', '艺人', '单曲', '现实', '人手', '转的', '暴力', '中学生', '老师', '基因', '苹果']"
28076,2,"['话题', '价值', '专辑', '柴米油盐', '绿洲', '粉丝', '时光', '事情', '信箱', '争议', '评诂', '偶像']"
28165,1,"['追星', '女孩', '过度', '粉丝', '概念', '荡妇']"
28168,1,"['作精', '联系', '作天', '单曲', '好人', '女孩', '渣男', '杂志社', '收费', '男孩', '任务', '女生', '作地', '粉丝', '韭菜', '得罪人', '爱豆']"
28175,2,"['女性', '合作者', '格局', '处理结果', '补贴', '文化', '人员', '企业', '至极', '负面影响', '维权', '粉丝', '基础', '纵容', '员工', '青春']"
28176,0,"['公民', '粉籍', '学业', '被性', '女孩', '热心', '公益', '法律', '热爱祖国', '粉丝', '罪行', '社会', '红字', '家庭', '无辜', '规定', '涂涂期', '根本法']"
28183,2,"['女性', '合作者', '格局', '处理结果', '文化', '人员', '企业', '至极', '维权', '粉丝', '纵容', '员工', '基础', '负面影响']"
28194,0,"['网警', '浪费', '同志', '公共资源', '要死要活', '遭报应', '粉丝', '精力', '同情']"
28197,2,"['粉丝', '代表', '性格', '网络', '作者', '错误', '言论', '粉圈', '姐姐', '数量', '理智', '坏习惯', '字样', '哥哥', '专辑', '中学', '价值观', '人生观']"
28208,1,"['网暴', '经历', '粉丝', '画手']"
28215,1,"['文化', '干嘛', '普通人', '粉丝', '责任', '社会', '深层', '媒体', '事件', '效果', '战争', '人民', '篇文章', '月刊', '政治', '定性']"
28217,1,"['受害者', '关联', '事件', '画手', '底线', '做人', '社会', '粉丝', '意味']"
28235,1,"['粉丝', '韭菜', '买单', '顶流', '言论', '头条', '饭圈', '卫视', '挡箭牌', '现象', '部分', '互粉', '电视节目', '主持人', '节目', '话题', '报纸', '身份', '学生']"
28256,1,"['污秽', '女性', '骨子里', '错误', '姐妹', '一分钱', '艺人', '满口', '恶心', '粉丝', '素质']"
28267,2,"['男女比例', '粉丝', '米国', '弟家', '一线品牌', '专业']"
28278,0,"['女性', '粉丝', '弱化', '文案', '三审', '暴力', '皮下', '编辑', '小编', '态度', '企业', '合作者', '公司', '受害者', '网络', '信誉', '息事宁人']"
28282,0,"['公益', '粉丝', '艺人', '娱乐圈', '圈内', '频道', '电视台', '新闻', '力量', '公益事业', '粉丝团']"
28296,2,"['女性', '合作者', '卫视', '格局', '处理结果', '补贴', '文化', '人员', '企业', '青春', '至极', '负面影响', '维权', '粉丝', '纵容', '基础', '员工']"
28299,2,"['画手', '网暴', '助农', '成性', '粉丝', '至极', '恶心', '追星', '比喻', '律师', '心理疾病', '代表', '公益', '小女孩', '根本原因']"
28315,0,"['粉丝', '小根', '丈门', '狗屁', '礼物', '专场', '台车', '大哥']"
28326,0,"['粉丝', '星闻', '关系']"
28330,2,"['女性', '合作者', '格局', '处理结果', '补贴', '文化', '人员', '企业', '至极', '负面影响', '维权', '粉丝', '基础', '纵容', '员工', '青春']"
28352,2,"['女性', '合作者', '卫视', '格局', '处理结果', '补贴', '文化', '人员', '企业', '青春', '至极', '负面影响', '维权', '粉丝', '纵容', '基础', '员工']"
28371,2,"['女性', '合作者', '格局', '处理结果', '补贴', '文化', '人员', '企业', '至极', '负面影响', '维权', '粉丝', '基础', '纵容', '员工', '青春']"
28379,2,"['合作者', '女性', '格局', '处理结果', '补贴', '文化', '人员', '企业', '基础', '负面影响', '维权', '粉丝', '纵容', '员工', '至极', '青春']"
28381,0,"['女性', '粉丝', '弱化', '文案', '三审', '暴力', '皮下', '编辑', '小编', '态度', '企业', '合作者', '公司', '受害者', '网络', '信誉', '息事宁人']"
28431,2,"['女性', '合作者', '格局', '处理结果', '补贴', '文化', '人员', '企业', '至极', '负面影响', '维权', '粉丝', '基础', '纵容', '员工', '青春']"
28452,1,"['男色', '芒果', '粉丝']"
28457,2,"['女性', '合作者', '格局', '老师', '处理结果', '负责人', '重庆', '文化', '做人', '人员', '补贴', '企业', '至极', '负面影响', '维权', '粉丝', '基础']"
28462,0,"['粉丝', '女孩', '作者', '艺人', '反性', '受害者', '爱豆', '椅子', '桌子', '恶心', '对立面', '礼貌', '身份', '人帅', '道理', '理智', '工作室', '邪教', '品德']"
28527,2,"['女性', '合作者', '格局', '处理结果', '文化', '人员', '企业', '至极', '负面影响', '维权', '粉丝', '基础', '纵容', '员工', '青春']"
28542,2,"['合作者', '女性', '至极', '格局', '处理结果', '补贴', '文化', '人员', '企业', '负面影响', '维权', '纵容', '粉丝', '员工', '基础', '青春']"
28582,2,"['先生', '朋友圈', '方方', '被执行人', '法院', '链接', '网页', '粉丝', '智库']"
28597,1,"['年轻人', '数据', '纵观', '主力军', '精神', '特征', '信心', '人为', '中心', '社会', '消费观', '趋势', '粉丝', '体验', '财经', '理念', '年龄段']"
28612,2,"['洗脑', '资产', '方式', '关系', '形象', '话语权', '偶像', '消费主义', '花钱', '乐观主义', '性格', '桥段', '本质', '主义者', '任性', '偶像剧', '世界', '电视剧', '表面']"
28752,2,"['女性', '合作者', '格局', '处理结果', '文化', '人员', '企业', '至极', '负面影响', '维权', '粉丝', '基础', '纵容', '员工', '青春']"
28790,2,"['吉他', '民谣', '投稿', '冷漠', '心想', '粉丝', '老师', '目光', '我会', '大神', '大学', '寝室']"
28823,1,"['粉丝', '投稿']"
28825,1,"['粉丝', '皮肤', '投稿', '冠军']"
28835,1,"['心态', '阶段', '数据', '意气用事', '粉丝', '官方', '大站', '问问', '鹅子', '商务', '猫头']"
29099,0,"['家长', '父母', '同学', '孩子', '电视台', '佛山', '成绩', '代言', '粉丝']"
29105,0,"['粉丝', '偶像', '数据', '艺人', '追星', '金额', '原则', '加油站', '商务', '理智', '作品', '小区', '能手', '意愿']"
29146,1,"['粉丝', '群体', '专辑', '范围', '言论', '过度', '盲从', '积极响应', '产生']"
29162,0,"['追星', '父母', '新闻', '地方', '记录', '断崖', '成绩', '粉丝', '佛山', '同学', '无力']"
29179,1,"['身份', '时期', '处境', '回国', '粉丝', '力量', '销量']"
29180,2,"['精彩', '长大', '德基', '龙珠', '动漫', '时光', '广场', '粉丝', '中签']"
29404,1,"['粉丝', '信心', '队友', '有点', '世界冠军', '关系', '玩游戏']"
29406,1,"['地方', '骗钱', '粉丝', '恶心', '炸号']"
29416,1,"['粉丝', '谣言', '人物', '义务', '网络', '暴力', '受害者', '责任', '做人']"
29426,0,"['粉丝', '网络', '环境', '群体', '音乐', '乐理']"
29447,0,"['数据', '粉丝', '单曲', '战粉', '公益', '主人', '部分', '销售额', '星光', '微博内', '乐评人', '上线', '末尾', '内容', '来源', '当页', '视界', '谣言']"
29449,2,"['案例', '粉丝', '洗脑', '佛山', '偶像']"
29456,2,"['韩国', '人气', '高质量', '女子', '偶像', '话题', '外景', '主打', '销量', '专辑', '纪录', '少女', '舞台', '压倒性', '意义', '评价', '机构']"
29470,0,"['数据', '粉丝', '单曲', '战粉', '公益', '主人', '部分', '销售额', '星光', '微博内', '乐评人', '上线', '末尾', '内容', '来源', '当页', '视界', '谣言']"
29484,0,"['追星', '新闻', '粉丝', '父母', '断崖', '成绩', '同学', '地方']"
29492,2,"['粉丝', '工作室', '公益', '责任', '社会', '时刻', '历史', '粉丝网', '集资', '偶像', '暴素', '关系', '大粉', '事实', '功劳']"
29518,1,"['粉丝', '交代', '波及', '月刊', '圈子', '文化', '作天', '作地', '炸号', '网暴', '博主', '网友', '氧金', '单方面']"
29524,0,"['公益', '粉丝', '圈内', '频道', '电视台', '新闻', '力量', '公益事业', '热心', '粉丝团']"
29533,2,"['案例', '粉丝', '洗脑', '指点', '前辈', '佛山', '偶像']"
29543,1,"['工作室', '霞姐', '歌词', '钱包', '老娘', '情仇', '理智', '版权', '歌霞', '灵魂', '粉丝', '老板']"
29547,2,"['粉丝', '爱豆', '关系', '幻景', '民众', '老板', '官员', '老师', '学生', '员工', '精神', '双向', '制约', '商家', '教主', '教徒', '所有人', '空洞', '群体']"
29549,0,"['公益', '粉丝', '圈内', '频道', '电视台', '新闻', '力量', '公益事业', '热心', '粉丝团']"
29562,0,"['公益', '圈内', '粉丝', '频道', '电视台', '新闻', '力量', '公益事业', '粉丝团']"
29569,0,"['粉丝', '键盘', '偶像']"
29658,0,"['消费力', '粉丝', '仙人', '主半佛', '双面', '学生', '观众']"
29702,0,"['新闻', '追星', '父母', '无力', '断崖', '成绩', '粉丝', '地方', '佛山', '同学']"
29777,0,"['粉丝', '代言']"
29794,1,"['粉丝', '艺人', '范围', '人会', '销量', '色变', '代言', '观点', '饭圈', '前置', '论坛', '热度', '真路', '商家', '关系', '商务']"
29803,1,"['试水', '物料', '戳戳', '脚底', '番位', '心思', '分点', '粉丝']"
29894,0,"['公益', '粉丝', '圈内', '频道', '电视台', '新闻', '力量', '公益事业', '热心', '粉丝团']"
29930,1,"['韭菜', '粉丝', '理智', '松下', '吹风机', '商家', '好头', '消费力', '偶像']"
29944,0,"['吸粉', '松下', '羊毛', '粉丝', '心动', '热门', '黑人', '理智']"
30096,2,"['大龄', '流量', '粉丝', '财政', '家庭', '大权', '女粉', '消费群', '年龄']"
30119,2,"['姐妹', '高度', '物料', '老板', '过界', '视奸', '事情', '观光', '粉丝', '菩萨', '私联', '宗教', '权利', '信仰', '名义', '朋友圈']"
30152,2,"['感觉', '花钱', '餐馆', '偶像', '厨子']"
30172,1,"['粉丝', '网友', '投稿', '花口贝', '姐姐', '超前消费']"
30196,2,"['糊豆', '粉丝', '节目组', '文字', '艺人', '哭码', '背景', '爱豆']"
30364,1,"['昆曲', '小生', '专门', '偶像', '人气', '老师', '唱腔']"
30423,1,"['追星族', '言论', '学校', '过度', '文化', '心理学', '意识', '心理', '粉丝团', '角度', '粉丝', '家长', '指标化', '负面', '业绩', '追星', '集团', '个体', '饭圈']"
30510,2,"['方式', '网易', '粉籍', '时间段', '粉丝', '消费观', '共通点']"
30527,0,"['直播间', '时会', '山东', '主持人', '商界', '企业家', '电商', '部署', '策划', '群体', '内容', '粉丝', '电视台', '格力', '掌舵人', '成绩']"
30579,0,"['偶像', '价值观', '粉丝', '正确引导', '意义', '传统意义', '价值', '区别']"
30627,0,"['多花钱', '粉丝', '理智', '共识', '官方', '意思', '福利']"
30658,1,"['粉丝', '离谱', '大力', '人手', '氛围', '单曲']"
30677,0,"['追星', '无脑', '职业', '底线', '语录', '荧光棒', '事情', '媒体', '棒子', '演唱会', '上纲上线', '偶像', '凡事', '代言', '女孩', '粉丝', '不合理']"
30678,1,"['疯子', '良民', '见面', '业余时间', '误人子弟', '私生', '数据', '闲钱', '线下', '花痴', '横幅', '有点', '脱粉', '原地', '酒店', '普遍现象', '父母', '粉丝']"
30701,1,"['骗取钱财', '公安', '父母', '经济负担', '社会', '名义', '偶像', '过度', '丹东', '充值', '新闻', '粉丝', '群体']"
30718,1,"['公益', '代言', '粉丝', '饭圈', '工作室', '韭菜', '偶像', '理智', '大计', '名声', '排面']"
30735,2,"['粉丝', '接机']"
30747,0,"['联系', '市场规律', '偶像', '语文', '公益', '人士', '脑子', '沟壑', '填平', '消费行为', '粉丝', '语境']"
30762,0,"['粉丝', '父母', '偶像', '歌曲', '光点', '过度', '失格', '工作室']"
30769,0,"['粉丝', '女性', '后腿', '伴侣']"
30775,0,"['围观', '大衣', '粉丝', '合影', '上百人', '级别', '央视网', '记者']"
30795,0,"['围观', '央视网', '大衣', '粉丝', '合影', '上百人', '记者', '级别']"
30807,1,"['追星', '事件', '骗取钱财', '官号', '漫画', '群体', '理智', '官方', '公安局', '公安分局', '经济负担', '丹东市', '社会', '丹东', '父母', '粉丝', '名义', '偶像', '充值']"
30813,0,"['围观', '大衣', '粉丝', '合影', '上百人', '级别', '央视网', '记者']"
30843,2,"['医护人员', '粉丝', '医护', '护士节']"
30845,0,"['粉丝', '福利', '销量', '私生', '礼物']"
30886,1,"['事件', '约束力', '强有力', '案例', '粉丝', '团体', '对方', '责任', '意愿', '洗脑', '核心', '身份', '教师', '网络', '弱者', '最让人']"
30952,2,"['教师', '黑子', '老师', '天团', '粉丝', '恶毒']"
30965,2,"['粉丝', '人才', '事儿', '关系']"
31010,2,"['首歌', '贡献', '自行车', '粉丝', '网课', '物理', '骑车', '大学', '学会', '技术', '群体', '智商', '物理题', '学骑', '树林', '热度', '空气质量', '读书', '室友']"
31027,1,"['天团', '黑子', '老师', '宠物', '粉丝', '恶毒', '美食', '绘画', '教师']"
31034,2,"['公平', '节目', '嘉宾', '集思广益', '文案', '过度', '粉丝', '关键', '态度']"
31044,0,"['老师', '学生', '粉丝', '安利', '课堂', '苗苗', '追星', '脑子', '歌曲', '空瓶', '全貌', '事情', '成脏', '脏话', '音乐', '家长', '关系']"
31074,2,"['教师', '黑子', '老师', '天团', '粉丝', '恶毒']"
31298,0,"['杂志', '文化', '粉丝', '意义', '类刊', '价值']"
31326,1,"['偶像', '青春', '梦想', '谎言', '舞台', '意思', '神殿', '作品']"
31330,0,"['粉丝', '公益', '圈内', '频道', '电视台', '新闻', '粉丝团']"
31358,0,"['饭圈', '文化', '校园', '偶像', '粉丝', '个人行为', '小孩子', '重男轻女', '长大', '道理', '学校', '爹妈', '强奸', '规定', '年轻人', '充值', '餐桌上', '资本']"
31401,0,"['艺人', '杂志', '家长', '范围', '成绩', '粉丝', '条件者', '家庭']"
31418,2,"['目的', '晒单', '意思', '断货', '粉圈', '艺人', '核心', '粉丝', '氛围', '销量']"
31421,0,"['盲目', '粉丝', '行情', '龙头', '结构', '效应', '回帖']"
31513,0,"['粉丝', '公益', '圈内', '频道', '电视台', '新闻', '粉丝团']"
31548,0,"['花式', '粉丝', '公司', '借口']"
31758,0,"['美容院', '律师函', '群体', '方式', '路人', '儿童节', '歌迷', '眼部', '护理', '眼睛', '言论', '众筹', '粉丝', '耳朵']"
31773,1,"['粉丝', '艺人', '亲妈', '咖的', '好好学习', '公益']"
31860,0,"['花钱', '特地', '粉丝', '开麦', '病病', '学员']"
31937,0,"['公司', '物料', '甲方', '策划', '真系', '大人', '粉丝', '年龄', '耕田', '时代', '滚蛋', '上楼', '关系', '回家', '娱乐圈', '包袱', '字幕']"
32107,1,"['疯魔', '遗书', '曲解', '发文', '粉丝', '团伙']"
32141,2,"['艺术品', '粉丝', '长流', '畸形', '鸡蛋', '梦境', '激情', '富人', '人民', '优质']"
32189,2,"['博主', '皮肤', '导购员', '偶像', '雕虫小技', '安利', '指向', '美女', '内容', '用词', '身材', '种草', '粉丝', '头发', '人杠', '女性']"
32221,2,"['事业', '文化', '粉丝', '动脑', '饭圈', '生态', '责任', '注意力', '热度', '哥哥', '金钱', '两难', '追星', '集火', '舆情', '体系', '价值']"
32268,2,"['联系', '同事', '雀巢公司', '粉丝', '订单', '电商', '解决方案', '热线', '赠品', '事情', '方案', '系统']"
32273,2,"['产品', '歌迷', '代言', '观众', '粉丝', '歌手', '群体', '演员']"
32303,0,"['仙家', '新闻', '头颅', '干逆徒', '官方', '内容', '粉丝', '公主', '发哥']"
32325,2,"['粉丝', '眼红', '互联网', '才艺']"
32498,1,"['王者', '文化', '主持人', '热度', '买点', '花钱', '置顶', '屏蔽', '粉丝', '内容', '花钱买', '俱乐部', '数据', '话题', '职业联赛', '社区', '生态']"
32528,1,"['数据', '粉丝', '断层', '原文', '榜单', '商务', '重地', '金钱', '舆情', '双重', '中心', '公司', '专业', '商业', '体量', '视野', '流量', '印象']"
32534,1,"['粉丝', '主理', '患者']"
32571,0,"['公益', '粉丝', '圈内', '频道', '电视台', '新闻', '力量', '公益事业', '热心', '粉丝团']"
32705,1,"['数目', '功劳', '票房', '粉丝', '链接', '盲目乐观', '饥渴', '数据', '实力', '网页', '状态', '下场', '大额', '环境', '情形', '汗水', '峰值']"
32720,0,"['粉丝', '个人观点', '衍生品', '商品', '部分', '盈利', '面向', '买单', '代表']"
32724,1,"['粉丝', '小羊', '偶像', '人生', '游戏', '学生', '艺兴', '范围', '圈子', '馒头', '争口气', '装备', '织件', '专辑', '积极性', '行事', '豆腐渣']"
32733,0,"['电商', '网红', '新闻频道', '爆料', '假货', '粉丝']"
32742,0,"['电商', '粉丝', '网红', '合伙', '假货', '爆料', '新闻频道', '纸巾']"
32743,0,"['电商', '正义', '八卦', '网红', '新闻频道', '记者', '私信', '假货', '粉丝', '全网']"
32755,0,"['电商', '网红', '新闻频道', '爆料', '假货', '粉丝']"
32806,1,"['产品', '新闻', '电商', '网友', '粉丝', '新闻频道', '科技', '环球网', '行业协会', '中国消费者协会', '爆料', '手机', '网红']"
32843,1,"['单身', '粉丝', '情人']"
32861,1,"['私生', '粉丝', '代拍', '饭圈', '风向', '综艺', '态度', '敏感度', '内容', '合法', '群体', '性质']"
32941,0,"['电子', '教程', '定律', '官方', '老师', '内容', '粉丝', '字幕组', '秘籍', '被盗']"
32955,1,"['责任', '社会', '追星', '洗脑', '偶像', '内容']"
32961,2,"['粉丝', '买单', '给我发', '关心', '偶像', '亲戚朋友', '小说', '事情', '话题']"
32988,1,"['杂志', '粉丝', '经纪', '艺人', '方说', '养女', '亲儿子', '质问']"
32994,1,"['粉丝', '省钱', '消费行为', '无感']"
32995,0,"['杂志', '粉丝', '经纪', '艺人', '方说', '团向']"
33022,0,"['酸奶', '偶像', '邪教', '青春', '追星', '综艺', '粉丝', '游记', '嘉宾', '失格']"
33056,1,"['粉丝', '投稿', '英雄']"
33307,1,"['亲戚', '美丽', '包子', '粉丝', '小资', '经典', '命题作文', '女孩', '牌子', '一题', '姐妹', '同事', '迪西', '关键']"
33545,2,"['夫妻', '发文', '粉丝', '姑娘', '男方', '婚姻', '黄景']"
33604,0,"['青岛', '上市', '电音', '属性', '瓶身', '代言人', '标签', '专业', '生官', '新装', '风尚', '啤酒', '潮流', '粉丝', '兴奋点', '形象', '环球']"
33605,1,"['独岛', '调色', '自律', '反省', '掌门人', '粉丝', '投稿', '星球']"
33666,1,"['罚款', '线索', '律师', '作品', '爆料', '受害人', '粉丝', '电商', '保障法', '兄弟']"
33702,1,"['目光', '购买力', '笨蛋', '小孩', '粉丝', '热血']"
33719,1,"['成都', '口吃', '女团', '偶像', '黑板', '数字', '口碑']"
33786,2,"['眼巴巴', '粉丝', '水军', '热度', '热巴']"
33826,1,"['电视剧', '粉丝', '数据', '环球', '大使', '队友', '豆瓣', '黑帖', '观众', '综艺', '电影', '联合国儿童基金会', '地方', '人物', '代言', '听众', '正常人', '专栏']"
34013,0,"['患者', '粉丝', '病例']"
34044,1,"['爱豆', '精神', '日本', '韩国', '文化', '观念', '时代', '社交', '现实生活', '压力', '女色', '韩流', '粉丝', '结构', '社会', '恋童', '三国', '共同点']"
34245,2,"['督工', '假装', '同学会', '感觉', '毕业', '心态', '概念', '大学生', '工作室', '年轻人', '粉丝', '后浪']"
34253,2,"['音乐', '太空', '版权', '歌手', '销量', '范围', '扎堆', '信心', '心意', '发射卫星', '里程碑', '粉丝']"
34315,0,"['脑洞', '编剧', '通篇', '粉丝', '无法', '消费主义', '剧情', '天际', '意识']"
34372,1,"['综艺', '男方', '粉丝', '前任', '小事', '牛肉面']"
34381,0,"['成都市', '成都', '领导', '区长', '局长', '商务局', '鹭洲', '口碑', '双街', '水街', '数字', '偶像']"
34455,1,"['有权', '邮局', '粉丝', '商家']"
34500,1,"['基础', '探店', '群众', '粉丝', '有点', '消费水平', '客户群', '雪鱼']"
34514,2,"['作者', '粉丝', '网络时代', '生产者', '智囊团', '亲友团', '共同体', '读者', '情感', '意义', '过度', '网络文学', '文学', '衣食父母']"
34548,0,"['公司', '商业', '制造商', '宝洁公司', '婴儿', '女士', '影响力', '粉丝', '官方', '移民', '头条', '蜡烛', '香皂', '命名', '精英', '帝国', '名字', '世纪']"
34686,1,"['企业', '责任', '过度', '追星', '文化娱乐', '商业', '利益驱动', '价值观', '权益部', '细品', '人生', '团中央', '社会', '网络', '学校', '家长', '粉丝', '盲目']"
34785,1,"['粉丝', '观察者', '网络', '网友', '暴力', '投稿', '爆料', '行业协会', '新闻', '环球网', '中国消费者协会', '评论', '作品', '节奏', '客服', '驴家']"
34907,0,"['官方', '偶像', '蜣螂', '聚餐', '敕令', '摊派', '私下', '人物', '粉丝', '任务']"
34914,2,"['夹带', '系统', '壁垒', '立场', '评论', '数量', '粉丝', '苹果', '私货', '决策', '国产', '事情']"
35047,0,"['问卷', '链接', '网页', '毕业论文', '粉丝']"
35073,1,"['重庆', '团团', '志愿者', '共青团', '官方', '酱菜', '土货', '红薯', '优质', '粉丝', '重庆市', '家乡', '化身', '账号', '网络', '动态']"
35098,2,"['文化', '艺人', '饭圈', '粉丝', '花钱', '投票', '偶像', '接机', '机场', '事件', '社会', '过度', '迫切需要', '群体', '污点', '代表']"
35126,1,"['营业', '关店', '一事', '睡衣', '内衣', '上花', '粉丝', '店员', '门店', '家店']"
35441,1,"['话题', '情商', '趣味性', '导师', '粉丝', '媒体', '网友', '总决赛', '拉票', '灵魂', '青春', '节目组', '舞蹈', '气氛', '无趣', '实力', '火箭', '综艺']"
35470,0,"['链接', '网页', '粉丝', '建国', '保平安']"
35590,0,"['家乡', '偶像', '天才', '上线', '江山', '九龙坡']"
35624,2,"['飞机', '话题', '领导', '语速', '礼物', '路径', '莫干山', '作业', '机场', '传统', '私人', '航空', '热度', '民航局', '角度', '粉丝', '神情']"
35650,2,"['大众', '粉丝', '博主', '父亲', '母亲', '三亚', '癌症', '同情', '虎子', '患癌', '中风', '网友', '账号']"
35659,0,"['价值观', '艺人', '浙江', '追星', '格调', '粉丝', '网红', '卫视', '贷款', '教师', '学生', '形象', '青春', '游记', '负面', '事件', '责任', '社会', '群体']"
35679,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
35682,0,"['观众', '粉丝']"
35688,1,"['粉丝', '销量', '饭圈', '思路', '买单', '博就', '风气', '粉圈', '追星', '体验', '专辑', '看人下菜', '鸡鸭', '鬼话', '言论', '好人', '偶像']"
35713,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
35721,0,"['花钱', '粉丝']"
35736,0,"['粉丝', '概念', '产生', '投资方', '目标', '情怀', '印象']"
35790,0,"['私欲', '粉丝', '群体', '客户', '领导', '皮下']"
35800,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
35802,0,"['综艺', '艺人', '粉丝', '关系', '影视', '先生']"
35818,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
35847,0,"['价值观', '艺人', '浙江', '追星', '格调', '粉丝', '网红', '卫视', '贷款', '教师', '学生', '形象', '青春', '游记', '负面', '事件', '责任', '社会', '群体']"
35848,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
35850,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
35854,0,"['账号', '代言人', '粉丝', '官方', '名字', '感情', '私货', '夹带', '皮下', '咖位', '文案', '公司']"
35883,1,"['农户', '粉条', '企业', '规模化', '产品', '盛产', '阜阳市', '临泉县', '芋粉', '产品品质', '加工点', '粉丝', '红火', '美食', '消失', '场面', '历史', '集约化']"
35885,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
36014,1,"['粉丝', '花钱', '观点', '评论', '金钱观', '代表', '大粉', '过度', '产品', '大星', '饭圈', '消费主义', '金主', '圈子里', '价值观', '文说', '父母', '钱包', '年龄']"
36106,1,"['峨眉', '小罐', '精确定位', '粉丝', '目标', '人群', '空间', '导师', '渠道', '四川大学', '形象', '商学院', '产品包装', '高山', '绿茶', '形象化', '产品', '群体', '代言人']"
36149,2,"['花钱', '消费观', '偶像', '大学生', '代言']"
36267,0,"['南京', '盐水鸭', '汤包', '脑子里', '锅贴', '美食', '粉丝', '城镇居民']"
36386,2,"['粉丝', '专辑', '老张', '音乐', '音源', '利益']"
36387,2,"['粉丝', '画像', '年龄层']"
36402,1,"['飞机', '代言', '代表', '少小离家', '商务', '专业', '粉丝', '规划', '心理', '脱粉', '街舞', '艺人', '理智', '流量', '私生', '新剧', '想象', '幻想']"
36619,1,"['老师', '体罚', '家长', '舆论', '学生', '女童', '教育局', '教师', '粉丝', '焦点', '广州', '暴力', '利用网络', '闹剧', '身体', '直觉', '学校']"
36648,1,"['电商', '网红', '新闻频道', '货是', '网红带', '爆料', '假货', '粉丝']"
36752,1,"['礼盒', '细纹', '醇类', '种草', '肌肤', '领券', '亲民', '成分', '含量', '抚平', '产品', '猛药', '贵妇', '独家', '质地', '皮肤', '肤感', '颈纹', '粉丝']"
36865,1,"['粉丝', '力量', '肖糊', '妹妹', '环节', '艺人', '劣质', '超前消费', '偶像', '咖就']"
36893,2,"['实力', '受众', '粉丝', '指的', '顶流', '粉籍', '自带', '怨妇', '幻觉', '精神', '心态', '小众', '追星', '粉圈', '意识', '意愿', '同担', '作品', '圈内', '人盘']"
36969,0,"['粉丝', '记录', '全网', '故事', '床边', '乐坛']"
37057,2,"['大众', '粉丝', '同情', '父亲', '母亲', '三亚', '癌症', '主被', '患癌', '虎子', '博主', '中风', '网友', '账号']"
37100,1,"['手机', '苹果', '主播带', '粉丝', '方式', '口碑', '关注度', '信心', '产品', '小米', '人刷', '魅族', '评论', '直播间', '格局']"
37107,2,"['大众', '粉丝', '博主', '父亲', '母亲', '三亚', '癌症', '同情', '虎子', '患癌', '中风', '网友', '账号']"
37114,2,"['大众', '博主', '粉丝', '父亲', '母亲', '癌症', '三亚', '同情', '虎子', '中风', '网友', '账号', '患癌']"
37172,2,"['大众', '粉丝', '同情', '父亲', '母亲', '三亚', '癌症', '主被', '患癌', '虎子', '博主', '中风', '网友', '账号']"
37237,2,"['大众', '粉丝', '同情', '父亲', '母亲', '三亚', '癌症', '主被', '患癌', '虎子', '博主', '中风', '网友', '账号']"
37274,2,"['大众', '粉丝', '同情', '父亲', '患癌', '博主疑', '母亲', '三亚', '癌症', '虎子', '博主', '中风', '网友', '账号']"
37282,2,"['大众', '粉丝', '同情', '父亲', '母亲', '肺癌', '月入', '主靠', '三亚', '癌症', '主被', '患癌', '虎子', '博主', '中风', '网友', '账号']"
37287,2,"['大众', '粉丝', '博主', '父亲', '母亲', '三亚', '癌症', '同情', '虎子', '患癌', '中风', '网友', '账号']"
37303,0,"['文化', '官方', '互联网', '爱豆', '日本', '产品', '粉丝', '方式', '策略']"
37330,0,"['大众', '肺癌', '月入', '爱心', '美食', '主靠', '过度', '热情', '粉丝', '人心', '账号']"
37346,0,"['网友', '博主', '粉丝', '部分', '同情心', '形象', '癌症', '高端', '生病', '父亲', '虎子', '账号', '眼球', '网络', '同情', '花钱']"
37360,2,"['大众', '母亲', '粉丝', '同情', '花销', '主被', '癌症', '三亚', '父亲', '中风', '博主', '网友', '账号']"
37484,0,"['电商', '新闻频道', '假货', '记者', '私信', '八卦', '网红', '粉丝']"
37523,2,"['偶像', '流量', '数字', '意识', '上官', '数据', '演技', '消费主义', '综艺', '本质', '电台', '青春', '差距', '日子', '配位', '精神疾病', '精神', '辩论', '新衣']"
37552,1,"['女人', '化妆品', '花钱', '代言', '热评', '证明', '女性', '爱豆', '饭圈', '天地', '粉丝']"
